gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
1.0,0.0,0.0,0.0,0.0277777777777777,1.0,1.0,0.6706467661691543,0.018774521117009,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,1.0,1.0,1.0,1
1.0,0.0,0.0,1.0,0.0555555555555555,1.0,1.0,0.3099502487562188,0.0191091622432494,0.0,0.3662297489730485,0.2135812741413237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.0694444444444444,1.0,1.0,0.7746268656716417,0.0501500115393491,0.0,1.0,1.0,1.0,1.0,0.2194726820296504,0.8431264763534358,0.8435070774716963,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.0208955223880596,0.0001788599123009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.0416666666666666,1.0,1.0,0.6746268656716418,0.0260846988229863,0.0,1.0,0.2135812741413237,1.0,1.0,1.0,1.0,0.8435070774716963,1.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.0555555555555555,1.0,1.0,0.3796019900497512,0.0249307639049157,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,0.8431264763534358,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.2746268656716418,0.003121393953381,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,1
0.0,0.0,0.0,0.0,0.0972222222222222,1.0,1.0,0.5656716417910447,0.0616374336487422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0412746970245512,1
0.0,0.0,0.0,0.0,0.1527777777777777,1.0,0.0,0.3014925373134328,0.0556427417493653,0.0,0.3662297489730485,0.2135812741413237,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.0,0.0,1.0,0.0,0.7222222222222222,1.0,1.0,0.6283582089552239,0.5003057927532887,1.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,1.0,0.8435070774716963,0.2053558061221587,0.0,0
1.0,0.0,0.0,0.0,0.2777777777777778,1.0,1.0,0.0134328358208955,0.0389279944611123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0138888888888888,1.0,1.0,0.2597014925373134,0.0029483037156704,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0412746970245512,1
1.0,1.0,0.0,0.0,0.5277777777777778,1.0,0.0,0.7611940298507462,0.419363027925225,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,0
0.0,0.0,1.0,1.0,0.3611111111111111,1.0,1.0,0.4159203980099502,0.1843237941380106,1.0,0.3662297489730485,1.0,0.4377236721562871,1.0,0.2194726820296504,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.599502487562189,0.6442937918301408,1.0,1.0,0.2135812741413237,1.0,1.0,1.0,1.0,1.0,0.0,0.0412746970245512,0
1.0,0.0,0.0,0.0,0.4861111111111111,1.0,0.0,0.5681592039800994,0.3020136164320332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.017412935323383,0.1304927302100161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401913625967844,0
1.0,0.0,1.0,0.0,0.0138888888888888,1.0,0.0,0.5149253731343283,0.0059081467805215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8497512437810945,0.8788368336025848,1.0,1.0,1.0,0.4377236721562871,0.4766885829623695,1.0,0.8431264763534358,0.8435070774716963,0.0,1.0,0
1.0,0.0,1.0,1.0,0.0555555555555555,1.0,0.0,0.8248756218905472,0.0423609508423724,1.0,1.0,1.0,1.0,0.4766885829623695,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0636815920398009,0.2090064620355412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0189054726368158,0.0505481190860835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.1401913625967844,0
1.0,0.0,1.0,0.0,0.0555555555555555,1.0,1.0,0.8154228855721393,0.0463189476113547,1.0,1.0,1.0,0.4377236721562871,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,1
1.0,0.0,1.0,0.0,0.8194444444444444,0.0,1.0,0.226865671641791,0.2808562197092084,0.2079011367288039,0.3662297489730485,1.0,0.4377236721562871,1.0,1.0,1.0,0.8435070774716963,1.0,0.0412746970245512,1
0.0,0.0,1.0,1.0,0.9444444444444444,0.0,0.0,0.4184079601990049,0.4719824601892453,0.2079011367288039,0.3662297489730485,1.0,0.4377236721562871,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.5303482587064676,0.0060870066928225,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,1
0.0,0.0,0.0,1.0,0.1527777777777777,1.0,0.0,0.0144278606965173,0.022778675282714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.8472222222222222,1.0,1.0,0.7572139303482587,0.6559196861297023,1.0,1.0,1.0,0.4377236721562871,1.0,0.2194726820296504,1.0,0.8435070774716963,0.0,0.0412746970245512,0
1.0,1.0,0.0,0.0,0.9583333333333331,1.0,0.0,0.5557213930348258,0.5783752596353565,1.0,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,0.2194726820296504,1.0,0.8435070774716963,0.0,0.0,0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3049751243781094,0.4048234479575351,0.2079011367288039,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,0.2194726820296504,0.8431264763534358,1.0,0.0,0.1401913625967844,0
0.0,0.0,1.0,1.0,0.0416666666666666,1.0,0.0,0.2592039800995024,0.013351027002077,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,1
1.0,1.0,1.0,0.0,0.2638888888888889,1.0,0.0,0.4791044776119403,0.1462324024924994,0.0,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,1.0,0.8431264763534358,1.0,1.0,0.0412746970245512,0
1.0,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.8164179104477611,0.0938783752596353,0.0,1.0,0.2135812741413237,1.0,1.0,0.2194726820296504,0.8431264763534358,0.8435070774716963,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0138888888888888,1.0,0.0,0.317412935323383,0.0036175859681513,0.0,0.3662297489730485,0.2135812741413237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,0.0,0.7916666666666666,1.0,1.0,0.7661691542288557,0.6240768520655435,1.0,1.0,1.0,0.4377236721562871,0.4766885829623695,1.0,1.0,0.8435070774716963,1.0,0.0412746970245512,1
1.0,0.0,1.0,1.0,0.3194444444444444,1.0,0.0,0.4124378109452736,0.1610200784675744,1.0,0.3662297489730485,1.0,0.4377236721562871,1.0,0.2194726820296504,1.0,1.0,0.0,0.1401913625967844,0
1.0,0.0,1.0,1.0,0.2361111111111111,1.0,1.0,0.5184079601990049,0.1364931917839834,1.0,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,1.0,0.8431264763534358,1.0,0.2053558061221587,0.0412746970245512,0
1.0,1.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.7492537313432835,0.0086256635125778,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,1
0.0,0.0,1.0,1.0,0.3194444444444444,1.0,0.0,0.0681592039800995,0.0683879529194553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.3611111111111111,1.0,1.0,0.0238805970149253,0.0665474267251327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.0,0
0.0,0.0,0.0,0.0,0.9722222222222222,1.0,0.0,0.0144278606965173,0.152630971613201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.0412746970245512,0
1.0,0.0,1.0,0.0,0.986111111111111,1.0,1.0,0.8990049751243779,0.8853104084929609,1.0,1.0,1.0,0.4377236721562871,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.0,0.0,1
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0691542288557213,0.2040791599353796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
0.0,1.0,0.0,0.0,0.0694444444444444,1.0,0.0,0.6213930348258706,0.0410800830833141,0.0,1.0,0.2135812741413237,0.4377236721562871,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8691542288557214,0.8726863604892684,1.0,1.0,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,1.0,0.8435070774716963,0.0,0.0412746970245512,0
0.0,1.0,0.0,0.0,0.0694444444444444,1.0,1.0,0.645771144278607,0.0493018693745672,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,1.0,1.0,0.0,1
0.0,0.0,1.0,0.0,0.375,1.0,1.0,0.8323383084577115,0.3072178629125317,0.0,1.0,0.2135812741413237,1.0,1.0,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.2053558061221587,0.0,0
1.0,0.0,1.0,1.0,0.0972222222222222,1.0,0.0,0.0238805970149253,0.0151396261250865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.1401913625967844,0
0.0,0.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.5218905472636816,0.0059889222247865,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.7083333333333333,1.0,0.0,0.0218905472636815,0.1181456265866605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401913625967844,0
0.0,0.0,0.0,1.0,0.0138888888888888,1.0,1.0,0.4154228855721392,0.0047542118624509,0.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,1.0,0.2194726820296504,1.0,1.0,1.0,1.0,1
1.0,0.0,1.0,1.0,0.6944444444444444,1.0,1.0,0.0208955223880596,0.1061793214862681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.1401913625967844,0
0.0,0.0,1.0,1.0,0.8194444444444444,1.0,0.0,0.7169154228855721,0.597190168474498,1.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.0,0.0,0
0.0,0.0,1.0,1.0,0.8194444444444444,1.0,0.0,0.0124378109452736,0.1389164551119317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.1111111111111111,1.0,0.0,0.0278606965174129,0.0139568428340641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.4027777777777777,1.0,1.0,0.4029850746268656,0.1935610431571659,0.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,1.0,0.2194726820296504,1.0,1.0,0.2053558061221587,1.0,0
1.0,1.0,0.0,0.0,0.1527777777777777,1.0,1.0,0.599502487562189,0.0987075928917609,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8435070774716963,1.0,1.0,0
1.0,0.0,0.0,0.0,0.125,1.0,1.0,0.2601990049751243,0.0380048465266559,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.2361111111111111,1.0,0.0,0.3766169154228855,0.1071024694207246,0.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,1.0,1.0,1.0,1.0,0.2053558061221587,0.1401913625967844,0
0.0,0.0,0.0,0.0,0.3888888888888888,1.0,1.0,0.7134328358208956,0.3008019847680591,1.0,1.0,1.0,0.4377236721562871,1.0,1.0,1.0,0.8435070774716963,1.0,1.0,1
1.0,0.0,0.0,0.0,0.3055555555555555,1.0,1.0,0.7646766169154228,0.2473805677359797,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0277777777777777,1.0,0.0,0.6114427860696517,0.0168705285021924,0.0,1.0,1.0,0.4377236721562871,0.4766885829623695,1.0,1.0,1.0,1.0,0.0412746970245512,1
1.0,0.0,0.0,0.0,0.0138888888888888,1.0,1.0,0.6606965174129353,0.007598661435495,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,1.0,1.0,0.1401913625967844,1
0.0,0.0,0.0,0.0,0.0555555555555555,1.0,1.0,0.2761194029850746,0.0201707823678744,0.0,0.3662297489730485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,1
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8124378109452737,0.8346295868912993,1.0,1.0,0.2135812741413237,0.4377236721562871,1.0,0.2194726820296504,0.8431264763534358,1.0,0.0,0.0412746970245512,0
0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0238805970149253,0.1198015231940918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
0.0,0.0,0.0,0.0,0.611111111111111,1.0,1.0,0.6955223880597016,0.4563120240018463,0.0,1.0,1.0,0.4377236721562871,0.4766885829623695,1.0,0.8431264763534358,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.0138888888888888,1.0,0.0,0.0119402985074626,7.500576967459007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.125,1.0,1.0,0.5099502487562189,0.0732114008769905,0.0,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,0.2194726820296504,0.8431264763534358,1.0,1.0,0.1401913625967844,0
0.0,0.0,1.0,1.0,0.1388888888888889,1.0,0.0,0.517910447761194,0.0758539118393722,1.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,1.0,1.0,0.8431264763534358,1.0,0.2053558061221587,1.0,0
1.0,0.0,0.0,0.0,0.4583333333333333,1.0,0.0,0.0208955223880596,0.0774232633279483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401913625967844,0
1.0,1.0,1.0,0.0,0.0972222222222222,1.0,1.0,0.5587064676616916,0.0587468266789753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1401913625967844,1
1.0,0.0,1.0,1.0,0.5277777777777778,1.0,0.0,0.6243781094527363,0.353807985229633,0.0,0.3662297489730485,0.2135812741413237,1.0,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.0,0.0,0
0.0,0.0,0.0,0.0,0.5138888888888888,0.0,0.0,0.1029850746268656,0.1101719363027925,0.2079011367288039,0.3662297489730485,1.0,1.0,1.0,0.2194726820296504,1.0,1.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.2638888888888889,1.0,1.0,0.5970149253731343,0.1698765289637664,0.0,1.0,1.0,0.4377236721562871,0.4766885829623695,1.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,0.3888888888888888,0.0,1.0,0.2074626865671641,0.1243711054696515,0.2079011367288039,0.3662297489730485,1.0,0.4377236721562871,1.0,1.0,1.0,0.8435070774716963,0.2053558061221587,1.0,0
0.0,0.0,1.0,0.0,0.9444444444444444,1.0,0.0,0.3980099502487562,0.4566005077313639,1.0,0.3662297489730485,0.2135812741413237,1.0,1.0,0.2194726820296504,1.0,1.0,0.2053558061221587,0.0412746970245512,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0199004975124378,0.2595120701674765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401913625967844,0
0.0,1.0,1.0,0.0,0.0416666666666666,1.0,1.0,0.618407960199005,0.0236845141933994,0.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,1.0,1.0,1.0,1
0.0,0.0,1.0,0.0,0.0277777777777777,1.0,1.0,0.6159203980099502,0.0202804061850911,0.0,1.0,0.2135812741413237,1.0,1.0,0.2194726820296504,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.7638888888888888,1.0,1.0,0.5457711442786068,0.4761250865451188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0416666666666666,1.0,1.0,0.4592039800995025,0.0204073390260789,0.0,0.3662297489730485,0.2135812741413237,1.0,1.0,0.2194726820296504,0.8431264763534358,1.0,1.0,0.0,0
1.0,0.0,1.0,1.0,0.0277777777777777,1.0,0.0,0.0194029850746268,0.0018405261943226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.1401913625967844,0
1.0,0.0,0.0,0.0,0.3888888888888888,1.0,1.0,0.7587064676616915,0.3047080544657281,1.0,1.0,0.2135812741413237,0.4377236721562871,1.0,1.0,1.0,0.8435070774716963,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0277777777777777,1.0,1.0,0.6164179104477612,0.0187283637202861,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8435070774716963,1.0,1.0,1
1.0,0.0,0.0,0.0,0.6944444444444444,1.0,0.0,0.9562189054726368,0.6660858527579046,1.0,1.0,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.2053558061221587,0.0,0
0.0,0.0,1.0,1.0,0.9722222222222222,1.0,0.0,0.5557213930348258,0.6004500346180476,0.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,1.0,0.8435070774716963,0.2053558061221587,0.0,0
1.0,0.0,1.0,1.0,0.7777777777777777,1.0,1.0,0.0616915422885571,0.1630336948996076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053558061221587,0.1401913625967844,0
1.0,1.0,1.0,0.0,0.0277777777777777,1.0,0.0,0.5159203980099502,0.0141760904684975,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.9305555555555556,1.0,0.0,0.0169154228855721,0.1491980152319409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
0.0,0.0,1.0,0.0,0.3194444444444444,1.0,0.0,0.7154228855721393,0.2338045234248788,1.0,1.0,1.0,1.0,0.4766885829623695,1.0,1.0,0.8435070774716963,1.0,0.1401913625967844,0
0.0,0.0,0.0,0.0,0.4166666666666666,1.0,1.0,0.7577114427860697,0.3022501730902376,0.0,1.0,1.0,1.0,1.0,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.2053558061221587,0.0412746970245512,0
1.0,1.0,0.0,0.0,0.1388888888888889,1.0,1.0,0.7671641791044775,0.1014943457189014,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,1
0.0,0.0,0.0,0.0,0.9027777777777776,1.0,1.0,0.7124378109452736,0.6722651742441725,1.0,1.0,0.2135812741413237,0.4377236721562871,1.0,0.2194726820296504,1.0,1.0,0.2053558061221587,1.0,0
0.0,0.0,1.0,1.0,0.0138888888888888,0.0,0.0,0.1218905472636815,0.0013501038541426,0.2079011367288039,0.3662297489730485,0.2135812741413237,1.0,1.0,1.0,1.0,1.0,1.0,0.0412746970245512,1
1.0,0.0,1.0,0.0,0.875,1.0,0.0,0.6144278606965173,0.5794368797599815,1.0,0.3662297489730485,0.2135812741413237,0.4377236721562871,0.4766885829623695,0.2194726820296504,1.0,0.8435070774716963,0.2053558061221587,0.0,0
1.0,0.0,1.0,1.0,0.1666666666666666,1.0,1.0,0.0572139303482586,0.0289464574198015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0203980099502487,0.1595141933994923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412746970245512,0
0.0,0.0,0.0,0.0,0.4861111111111111,1.0,1.0,0.8059701492537313,0.4054004154165705,0.0,1.0,1.0,1.0,0.4766885829623695,0.2194726820296504,0.8431264763534358,0.8435070774716963,0.2053558061221587,1.0,0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5686567164179105,0.6302157858296792,0.0,0.3662297489730485,1.0,0.4377236721562871,0.4766885829623695,1.0,0.8431264763534358,0.8435070774716963,0.0,0.0412746970245512,0
1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0149253731343283,0.0318601430879298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.0,0.2222222222222222,1.0,1.0,0.7776119402985074,0.1802907915993538,1.0,1.0,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,1
0.0,0.0,1.0,0.0,0.6388888888888888,0.0,1.0,0.2557213930348259,0.2295234248788368,0.2079011367288039,0.3662297489730485,1.0,1.0,1.0,1.0,0.8431264763534358,0.8435070774716963,1.0,1.0,0
